Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Crime_Category
1600    ARLINGTON                    AV,,34.0436,-118.3177,6/1/2020 0:00,6/1/2020 0:00,200,20,Olympic,2081,2,329,25,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
800 S  BERENDO                      ST,,34.0578,-118.2941,5/8/2020 0:00,5/8/2020 0:00,345,20,Olympic,2046,1,0342 2004 0913 0416 0417 0429 0446 0432 1206 1218,45,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
1400 E  53RD                         ST,,33.9994,-118.2499,1/19/2020 0:00,1/19/2020 0:00,1300,13,Newton,1365,1,0913 2000 0416 0408 1402,35,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1100 W  2ND                          ST,,34.0609,-118.2535,6/4/2020 0:00,6/4/2020 0:00,814,2,Rampart,239,2,0329 1302 1822,0,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
3100    WILSHIRE                     BL,,34.0618,-118.2894,11/25/2020 0:00,11/25/2020 0:00,915,20,Olympic,2038,2,0913 2000 1243 0400,27,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
800 W  3RD                          ST,,33.7415,-118.295,7/13/2020 0:00,7/13/2020 0:00,2200,5,Harbor,557,2,0913 1202 1206 1813 2000 1821 0416,63,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
2800    CANYON                       DR,,34.1227,-118.3181,8/1/2020 0:00,7/13/2020 0:00,800,6,Hollywood,627,1,1300 1601 0344 0377 1606,26,M,W,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
600 E  83RD                         ST,,33.9638,-118.2651,4/23/2020 0:00,4/23/2020 0:00,200,12,77th Street,1269,1,0344 0329 1609 1307,33,M,H,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
5400    HOLLYWOOD                    BL,,34.1036,-118.3049,11/23/2020 0:00,11/23/2020 0:00,1700,6,Hollywood,639,1,1822 0344,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,Property Crimes
9000    BARTEE                       AV,,34.2341,-118.4153,6/29/2020 0:00,6/29/2020 0:00,1910,19,Mission,1979,2,1300 0329,28,F,H,101,STREET,,,IC,Invest Cont,Property Crimes
HAMILTON,VINELAND,34.1909,-118.3654,5/6/2020 0:00,5/5/2020 0:00,2325,15,N Hollywood,1519,1,1218 1402 2004 0416 0913 1817,57,M,W,101,STREET,312,PIPE/METAL PIPE,AO,Adult Other,Violent Crimes
LA SALLE                     AV,29TH                         ST,34.0291,-118.3054,9/21/2020 0:00,9/7/2020 0:00,1000,3,Southwest,326,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
PARTHENIA,NOBLE,34.2283,-118.4611,2/29/2020 0:00,2/29/2020 0:00,715,19,Mission,1983,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
500 E  89TH                         ST,,33.9556,-118.2665,2/6/2021 0:00,5/1/2020 0:00,2125,18,Southeast,1805,2,0917 1822,35,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
12400    FILMORE                      ST,,34.2858,-118.4024,11/18/2020 0:00,11/18/2020 0:00,2015,16,Foothill,1602,1,0913 0421 0443 0416 0446 0429 0603,37,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
18100    KILLION                      ST,,34.1708,-118.5273,4/13/2020 0:00,4/5/2020 0:00,1900,10,West Valley,1075,1,1822 0385 1300,35,F,A,101,STREET,,,IC,Invest Cont,Property Crimes
3100 S  NORMANDIE                    AV,,34.0262,-118.3002,6/2/2020 0:00,6/2/2020 0:00,215,3,Southwest,337,1,1609 1607 0329 0342 1402 0327 1822,19,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
17TH,ALMA,33.7288,-118.299,9/25/2020 0:00,9/25/2020 0:00,1,5,Harbor,563,2,0329 1300,31,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
500 W  61ST                         ST,,33.9842,-118.2827,3/13/2020 0:00,3/13/2020 0:00,1745,12,77th Street,1239,1,0216 0342 0334 0449 0355 0432 1822 0344,24,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,Property Crimes
E  24TH                         ST,CENTRAL                      AV,34.0206,-118.2541,4/2/2020 0:00,4/2/2020 0:00,2100,13,Newton,1323,2,1822 0910 0416,55,F,B,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
11100    CANTARA                      ST,,34.2193,-118.3731,8/16/2020 0:00,8/16/2020 0:00,1845,16,Foothill,1687,1,0416 0913,39,M,H,501,SINGLE FAMILY DWELLING,306,ROCK/THROWN OBJECT,IC,Invest Cont,Violent Crimes
1600    STAUNTON                     AV,,34.0228,-118.2414,9/23/2020 0:00,9/23/2020 0:00,430,13,Newton,1317,1,1300,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
1600    GRIFFITH PARK                BL,,34.091,-118.2775,10/27/2020 0:00,10/25/2020 0:00,1000,11,Northeast,1171,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
1600 N  MANDEVILLE CANYON            RD,,34.0949,-118.5111,3/3/2020 0:00,3/3/2020 0:00,1040,8,West LA,803,2,0554 0444 0400,55,F,W,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
400 S  PACIFIC                      AV,,33.7412,-118.2924,2/22/2020 0:00,2/22/2020 0:00,800,5,Harbor,557,2,1814 0432 0444 0913 1218 1243 2000 2004,25,F,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
6400    FOOTHILL                     BL,,34.2434,-118.2708,9/29/2020 0:00,9/28/2020 0:00,700,16,Foothill,1669,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
14300    CHATSWORTH                   DR,,34.2738,-118.4488,5/7/2020 0:00,4/8/2020 0:00,1300,19,Mission,1944,2,1822,39,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
1000 E  WASHINGTON                   BL,,34.0259,-118.2535,4/12/2020 0:00,4/12/2020 0:00,1800,13,Newton,1313,1,344,46,M,H,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
3300 S  MAIN                         ST,,34.0194,-118.2722,2/14/2020 0:00,2/14/2020 0:00,1715,13,Newton,1331,2,913,32,F,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,Crimes against Public Order
4900 W  20TH                         ST,,34.0391,-118.3464,4/17/2020 0:00,4/17/2020 0:00,358,7,Wilshire,784,2,1814 2000 0400,29,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
200 S  SPRING                       ST,,34.0517,-118.2456,6/1/2020 0:00,5/29/2020 0:00,1800,1,Central,135,2,1822 0329 1609,0,X,X,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,Property Crimes
PARK,LEMOYNE,34.0757,-118.2605,3/5/2020 0:00,3/5/2020 0:00,2030,2,Rampart,218,1,1822 0334 1309,39,M,O,109,PARK/PLAYGROUND,215,MACHETE,IC,Invest Cont,Crimes against Public Order
11100    CANTLAY                      ST,,34.2021,-118.3725,10/2/2020 0:00,10/1/2020 0:00,2240,15,N Hollywood,1506,2,1300 0329,29,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,Property Crimes
8300    RESEDA                       BL,,34.2207,-118.5361,4/1/2020 0:00,3/31/2020 0:00,1700,17,Devonshire,1794,1,1607 0344 0321,54,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
2200    BELLEVUE                     AV,,34.0736,-118.2682,12/23/2020 0:00,12/23/2020 0:00,930,2,Rampart,216,2,2000 0913 1813 1243 0448,38,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
8900    CAYUGA                       AV,,34.2309,-118.3925,8/18/2020 0:00,8/18/2020 0:00,400,16,Foothill,1672,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
6700 N  LANKERSHIM                   BL,,34.1921,-118.3877,6/1/2020 0:00,6/1/2020 0:00,1700,15,N Hollywood,1516,1,0344 1609 1420 1414 0325,0,M,O,202,LIQUOR STORE,,,IC,Invest Cont,Property Crimes
300    HOLT                         AV,,34.0736,-118.3785,5/28/2020 0:00,4/11/2020 0:00,1707,7,Wilshire,721,2,1822 0928,52,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
3000    BRIGHTON                     AV,,34.0274,-118.3015,4/5/2020 0:00,2/5/2020 0:00,1300,3,Southwest,337,2,1822 0342 1309,50,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Crimes against Public Order
4300 S  FIGUEROA                     ST,,34.0054,-118.2827,1/28/2020 0:00,1/28/2020 0:00,1440,3,Southwest,399,1,,0,,,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
8500    ALCOTT                       ST,,34.0524,-118.3762,7/30/2020 0:00,7/29/2020 0:00,1430,8,West LA,859,1,0394 0344 0352 1210 1822,40,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
11900    NEENACH                      ST,,34.2277,-118.3934,2/17/2021 0:00,11/28/2020 0:00,1500,16,Foothill,1682,2,1501,51,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Crimes against Public Order
73RD                         ST,SAN PEDRO                    ST,33.9739,-118.2696,12/4/2020 0:00,12/4/2020 0:00,1715,12,77th Street,1258,2,2000 1813 1821 0913 0416 0446 1309,57,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1900 E  102ND                        ST,,33.9443,-118.239,4/18/2020 0:00,4/18/2020 0:00,1225,18,Southeast,1827,2,0329 1822,0,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,Property Crimes
1800    ARGYLE                       AV,,34.1037,-118.3252,8/18/2020 0:00,8/18/2020 0:00,1520,6,Hollywood,637,2,2004,0,X,X,152,UNDERPASS/BRIDGE*,,,IC,Invest Cont,Crimes against Public Order
12700    MILLENNIUM                   DR,,33.9754,-118.4178,7/22/2020 0:00,7/11/2020 0:00,1200,14,Pacific,1464,1,947,58,M,W,120,STORAGE SHED,,,IC,Invest Cont,Property Crimes
600 W  FLORENCE                     AV,,33.979,-118.2839,2/1/2020 0:00,2/1/2020 0:00,1900,12,77th Street,1249,1,0344 0325 1822,52,M,H,401,MINI-MART,,,AO,Adult Other,Property Crimes
11700    VICTORY                      BL,,34.1867,-118.3878,2/17/2020 0:00,1/29/2020 0:00,1713,15,N Hollywood,1525,1,325,0,M,W,301,GAS STATION,,,IC,Invest Cont,Property Crimes
6300    VARIEL                       AV,,34.1845,-118.5928,7/4/2020 0:00,7/4/2020 0:00,730,21,Topanga,2158,1,0416 0417 0429 2004 1822,47,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
11600    VANPORT                      AV,,34.282,-118.3944,2/13/2021 0:00,12/25/2020 0:00,1200,16,Foothill,1605,2,1202 0416 2000 1813,61,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1600 W  60TH                         PL,,33.9851,-118.3046,1/28/2020 0:00,1/27/2020 0:00,2030,12,77th Street,1233,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
500 W  88TH                         ST,,33.9574,-118.2847,11/11/2020 0:00,11/11/2020 0:00,2000,18,Southeast,1801,2,2000 0448 0400 0913 1814,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Violent Crimes
600 E  52ND                         PL,,33.995,-118.2652,9/19/2020 0:00,9/19/2020 0:00,2107,13,Newton,1373,2,1407 1100 1822,0,F,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,Crimes against Public Order
800 N  KINGSLEY                     DR,,34.0849,-118.3028,8/20/2020 0:00,8/20/2020 0:00,2010,6,Hollywood,678,2,0421 1810,31,F,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,Crimes against Public Order
MAIN                         ST,27TH                         ST,34.0238,-118.2693,8/29/2020 0:00,8/29/2020 0:00,700,13,Newton,1331,1,2000 1813 0416 0913 1402,45,M,B,101,STREET,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AA,Adult Arrest,Violent Crimes
VERMONT                      AV,3RD                          ST,34.0691,-118.2917,1/8/2020 0:00,1/8/2020 0:00,915,20,Olympic,2019,1,0344 2032,0,X,X,101,STREET,,,AA,Adult Arrest,Property Crimes
7000    CHIMINEAS                    AV,,34.1975,-118.5284,1/12/2020 0:00,1/12/2020 0:00,50,10,West Valley,1025,2,2000 0416,28,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
13100    BRANFORD                     ST,,34.2372,-118.4183,3/26/2020 0:00,3/25/2020 0:00,1905,19,Mission,1979,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
OLYMPIC                      BL,LOS PALOS,34.0188,-118.1949,6/19/2020 0:00,6/18/2020 0:00,2100,4,Hollenbeck,499,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
3100    8TH                          AV,,34.0276,-118.326,12/5/2020 0:00,12/3/2020 0:00,1150,3,Southwest,335,2,0100 0344 0701 0800 1251 1822 1914,15,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
21900    VANOWEN                      ST,,34.1938,-118.6037,8/27/2020 0:00,8/27/2020 0:00,1200,21,Topanga,2156,1,0325 0352,21,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,Property Crimes
1500 S  WOOSTER                      ST,,34.052,-118.383,6/9/2020 0:00,6/8/2020 0:00,1900,8,West LA,859,1,,0,,,101,STREET,,,AA,Adult Arrest,Property Crimes
7500    LEMP                         AV,,34.2067,-118.3845,4/8/2020 0:00,4/7/2020 0:00,2053,15,N Hollywood,1505,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
3400    WHITTIER                     BL,,34.0278,-118.201,2/18/2020 0:00,2/15/2020 0:00,1612,4,Hollenbeck,478,1,0325 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
4900    SAN FERNANDO                 RD,,34.1402,-118.2691,12/15/2020 0:00,3/10/2020 0:00,800,11,Northeast,1102,1,,0,,,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
1000 N  SERRANO                      AV,,34.0885,-118.3064,3/21/2020 0:00,3/21/2020 0:00,2320,6,Hollywood,678,1,0400 0416 0429 0417 0305 1822 0216,25,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
1500    5TH                          AV,,34.0436,-118.3225,12/14/2020 0:00,12/13/2020 0:00,1900,7,Wilshire,769,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
4300 W  MARTIN LUTHER KING JR        BL,,34.0163,-118.3441,2/5/2020 0:00,1/30/2020 0:00,1415,3,Southwest,362,1,1824 2024 0445 0411 1251 1258 0334 0913,13,M,H,720,JUNIOR HIGH SCHOOL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
1400 S  BURLINGTON                   AV,,34.0424,-118.281,7/24/2020 0:00,7/24/2020 0:00,2125,2,Rampart,295,2,1817 1202 0913 1307 1609,65,F,H,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
1500 N  SERRANO                      AV,,34.1,-118.3113,11/21/2020 0:00,11/19/2020 0:00,1300,6,Hollywood,648,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
5700    LEXINGTON                    AV,,34.0928,-118.3158,6/15/2020 0:00,6/15/2020 0:00,445,6,Hollywood,668,2,0928 1822,26,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
600 N  WILTON                       PL,,34.0799,-118.3181,8/19/2020 0:00,8/8/2020 0:00,1500,20,Olympic,2001,1,0913 1817 0344 0337 1300 0377,52,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
600 E  83RD                         ST,,33.9638,-118.2651,5/16/2020 0:00,5/15/2020 0:00,2315,12,77th Street,1269,1,1822 0329 1307 1609 0344,26,F,W,101,STREET,,,IC,Invest Cont,Property Crimes
RAYEN                        ST,SEPULVEDA                    BL,34.2319,-118.4677,8/1/2020 0:00,8/1/2020 0:00,1300,19,Mission,1981,1,1402 0325 0334 0312 2004 1822,52,F,H,102,SIDEWALK,112,TOY GUN,AA,Adult Arrest,Property Crimes
18200    KINZIE                       ST,,34.2482,-118.5299,12/20/2021 0:00,11/1/2020 0:00,1200,17,Devonshire,1767,1,0344 0329,0,X,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
3900 S  BUDLONG                      AV,,34.0145,-118.298,5/1/2020 0:00,5/1/2020 0:00,1740,3,Southwest,377,1,0432 0443 0913 0334,29,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,Crimes against Public Order
13800    CUMPSTON                     ST,,34.1694,-118.4341,8/10/2020 0:00,8/8/2020 0:00,1800,9,Van Nuys,946,1,0344 1822,40,M,W,104,DRIVEWAY,,,IC,Invest Cont,Property Crimes
86TH                         PL,BROADWAY,33.9594,-118.2739,7/4/2020 0:00,7/3/2020 0:00,2200,18,Southeast,1802,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
13000    CARL                         ST,,34.2688,-118.4158,6/6/2020 0:00,6/6/2020 0:00,1210,16,Foothill,1623,2,2000 2004 0444 1813,42,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
3400    GREENWOOD                    AV,,34.0083,-118.4483,3/12/2020 0:00,3/9/2020 0:00,100,14,Pacific,1416,1,1606 0344,58,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
600    SWARTHMORE                   AV,,34.0402,-118.5276,9/4/2020 0:00,9/4/2020 0:00,1415,8,West LA,823,2,100,55,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
9800    AIRPORT                      BL,,33.9472,-118.3909,5/27/2020 0:00,5/27/2020 0:00,20,14,Pacific,1496,1,0450 0344 1100 0302 1407 0913,27,M,B,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,Violent Crimes
400 N  LA CIENEGA                   BL,,34.0784,-118.3766,6/11/2020 0:00,5/30/2020 0:00,1600,7,Wilshire,711,1,1822 1609 0601 0325 0344,45,F,A,405,CLOTHING STORE,,,IC,Invest Cont,Property Crimes
PICO                         BL,MUIRFIELD,34.0486,-118.3347,8/4/2020 0:00,8/3/2020 0:00,1030,7,Wilshire,765,2,0356 2004 1212,19,M,H,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",511,VERBAL THREAT,AA,Adult Arrest,Violent Crimes
7900    SELMA                        AV,,34.0999,-118.3616,4/8/2020 0:00,4/7/2020 0:00,2200,6,Hollywood,632,2,0913 2038,0,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Crimes against Public Order
800 N  CROFT                        AV,,34.0854,-118.3742,3/2/2020 0:00,3/2/2020 0:00,2300,7,Wilshire,701,1,0344 1606 1402 0314,61,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
14600    RAYEN                        ST,,34.2318,-118.4503,2/22/2020 0:00,2/22/2020 0:00,1355,19,Mission,1985,2,1202 0421,64,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,Crimes against Public Order
100 N  CENTRE                       ST,,33.7433,-118.2836,1/16/2021 0:00,12/25/2020 0:00,1230,5,Harbor,564,2,,19,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
3400    MANITOU                      AV,,34.072,-118.2047,7/28/2020 0:00,7/26/2020 0:00,1,4,Hollenbeck,424,1,,0,,,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
700 E  87TH                         PL,,33.9584,-118.263,1/23/2020 0:00,1/20/2020 0:00,1400,18,Southeast,1804,1,,0,,,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,Property Crimes
45TH                         ST,SAN PEDRO                    PL,34.0029,-118.2732,3/11/2020 0:00,3/11/2020 0:00,1720,13,Newton,1352,2,1307 0329 0913,37,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Property Crimes
7000    COLDWATER CANYON             AV,,34.1936,-118.4166,6/29/2020 0:00,6/27/2020 0:00,1730,15,N Hollywood,1522,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
600 E  83RD                         ST,,33.9637,-118.2651,6/8/2020 0:00,5/25/2020 0:00,200,12,77th Street,1269,2,1251 1259 0500 0913 0360 0516 0527 1206 0522,17,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
WILMINGTON                   ST,113TH                        ST,33.9325,-118.239,5/18/2020 0:00,5/17/2020 0:00,1900,18,Southeast,1837,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
2200    SICHEL                       ST,,34.0702,-118.213,3/6/2021 0:00,11/2/2020 0:00,1200,4,Hollenbeck,422,2,100,74,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
1300 E  6TH                          ST,,34.0382,-118.2356,5/14/2020 0:00,5/13/2020 0:00,330,1,Central,159,1,0349 1609 0329,0,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,Property Crimes
FOUNTAIN,VAN NESS,34.0944,-118.319,3/20/2020 0:00,3/19/2020 0:00,1600,6,Hollywood,667,1,1307 0344 0329 1822 1300,20,F,H,101,STREET,,,IC,Invest Cont,Property Crimes
3300 S  LA CIENEGA                   BL,,34.0272,-118.372,10/12/2020 0:00,9/18/2020 0:00,1200,3,Southwest,311,2,,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,Fraud and White-Collar Crimes
S  LAKE                         ST,W  3RD                          ST,34.0629,-118.2741,4/29/2020 0:00,4/22/2020 0:00,1230,2,Rampart,245,1,0311 0329 1602,29,M,O,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,Property Crimes
300 W  ANAHEIM                      ST,,33.7798,-118.2649,5/20/2020 0:00,5/12/2020 0:00,1305,5,Harbor,526,1,325,0,X,X,402,MARKET,,,AA,Adult Arrest,Property Crimes
100 E  36TH                         ST,,34.0163,-118.2718,9/16/2020 0:00,9/15/2020 0:00,1900,13,Newton,1342,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
1000 S  PARK VIEW                    ST,,34.0533,-118.2829,5/9/2020 0:00,5/8/2020 0:00,2230,2,Rampart,271,1,0344 0321 1402 1501,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
1500    ALCAZAR                      ST,,34.0635,-118.2058,8/20/2020 0:00,8/20/2020 0:00,1330,4,Hollenbeck,443,2,0400 0305,48,M,W,213,WAREHOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
9100    ALCOTT                       ST,,34.0543,-118.39,2/4/2020 0:00,2/4/2020 0:00,1600,8,West LA,857,2,1300,42,M,W,101,STREET,,,IC,Invest Cont,Other Crimes
11000 W  PICO                         BL,,34.0383,-118.4324,3/1/2020 0:00,3/1/2020 0:00,1315,8,West LA,884,2,1202 0416 0446 0319,65,M,W,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
FULTON,SHERMAN                      WY,34.1826,-118.3916,10/14/2020 0:00,10/1/2020 0:00,2330,15,N Hollywood,1525,2,0930 1822,65,M,W,101,STREET,,,AA,Adult Arrest,Fraud and White-Collar Crimes
10400    CALIFA                       ST,,34.1779,-118.3586,11/22/2020 0:00,11/20/2020 0:00,2130,15,N Hollywood,1539,2,2000 1813 0400 0416,46,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1700    AMELIA                       AV,,33.7601,-118.3012,4/27/2020 0:00,4/26/2020 0:00,513,5,Harbor,521,1,0344 0385 1202 1300 1309,77,M,W,101,STREET,,,IC,Invest Cont,Property Crimes
1200 W  38TH                         ST,,34.0173,-118.2987,12/8/2020 0:00,12/8/2020 0:00,1700,3,Southwest,377,2,1822 0337 1236,21,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
